-4.4,0.0318,0.0683,0.0989,0.1198,0.1283,0.1231,0.1044,0.0740,0.0348,-0.0097,-0.0556,-0.0990,-0.1372,-0.1680,-0.1906,-0.2054,-0.2135,-0.2167,-0.2172,-0.2166,-0.2163,-0.2166,-0.2172,-0.2167,-0.2135,-0.2054,-0.1906,-0.1680,-0.1372,-0.0990,-0.0556,-0.0097,0.0348,0.0740,0.1044,0.1231,0.1283,0.1198,0.0989,0.0683,0.0318
-4,0.0517,0.0864,0.1126,0.1267,0.1263,0.1110,0.0819,0.0417,-0.0056,-0.0556,-0.1036,-0.1458,-0.1790,-0.2018,-0.2141,-0.2172,-0.2134,-0.2058,-0.1976,-0.1915,-0.1892,-0.1915,-0.1976,-0.2058,-0.2134,-0.2172,-0.2141,-0.2018,-0.1790,-0.1458,-0.1036,-0.0556,-0.0056,0.0417,0.0819,0.1110,0.1263,0.1267,0.1126,0.0864,0.0517
-3.6,0.0692,0.1010,0.1219,0.1283,0.1188,0.0936,0.0549,0.0065,-0.0466,-0.0990,-0.1458,-0.1825,-0.2065,-0.2167,-0.2141,-0.2012,-0.1817,-0.1601,-0.1409,-0.1276,-0.1229,-0.1276,-0.1409,-0.1601,-0.1817,-0.2012,-0.2141,-0.2167,-0.2065,-0.1825,-0.1458,-0.0990,-0.0466,0.0065,0.0549,0.0936,0.1188,0.1283,0.1219,0.1010,0.0692
-3.2,0.0839,0.1121,0.1269,0.1255,0.1070,0.0727,0.0257,-0.0289,-0.0853,-0.1372,-0.1790,-0.2065,-0.2171,-0.2107,-0.1892,-0.1566,-0.1181,-0.0797,-0.0474,-0.0258,-0.0182,-0.0258,-0.0474,-0.0797,-0.1181,-0.1566,-0.1892,-0.2107,-0.2171,-0.2065,-0.1790,-0.1372,-0.0853,-0.0289,0.0257,0.0727,0.1070,0.1255,0.1269,0.1121,0.0839
-2.8,0.0959,0.1198,0.1284,0.1193,0.0925,0.0501,-0.0035,-0.0624,-0.1195,-0.1680,-0.2018,-0.2167,-0.2107,-0.1843,-0.1409,-0.0857,-0.0258,0.0312,0.0781,0.1089,0.1196,0.1089,0.0781,0.0312,-0.0258,-0.0857,-0.1409,-0.1843,-0.2107,-0.2167,-0.2018,-0.1680,-0.1195,-0.0624,-0.0035,0.0501,0.0925,0.1193,0.1284,0.1198,0.0959
-2.4,0.1052,0.1246,0.1272,0.1110,0.0767,0.0276,-0.0311,-0.0922,-0.1479,-0.1906,-0.2141,-0.2141,-0.1892,-0.1409,-0.0736,0.0056,0.0882,0.1649,0.2270,0.2674,0.2814,0.2674,0.2270,0.1649,0.0882,0.0056,-0.0736,-0.1409,-0.1892,-0.2141,-0.2141,-0.1906,-0.1479,-0.0922,-0.0311,0.0276,0.0767,0.1110,0.1272,0.1246,0.1052
-2,0.1121,0.1272,0.1242,0.1017,0.0611,0.0065,-0.0556,-0.1172,-0.1699,-0.2054,-0.2172,-0.2012,-0.1566,-0.0857,0.0056,0.1089,0.2141,0.3103,0.3875,0.4374,0.4546,0.4374,0.3875,0.3103,0.2141,0.1089,0.0056,-0.0857,-0.1566,-0.2012,-0.2172,-0.2054,-0.1699,-0.1172,-0.0556,0.0065,0.0611,0.1017,0.1242,0.1272,0.1121
-1.6,0.1169,0.1283,0.1204,0.0925,0.0468,-0.0118,-0.0761,-0.1372,-0.1858,-0.2135,-0.2134,-0.1817,-0.1181,-0.0258,0.0882,0.2141,0.3403,0.4546,0.5458,0.6045,0.6247,0.6045,0.5458,0.4546,0.3403,0.2141,0.0882,-0.0258,-0.1181,-0.1817,-0.2134,-0.2135,-0.1858,-0.1372,-0.0761,-0.0118,0.0468,0.0925,0.1204,0.1283,0.1169
-1.2,0.1202,0.1283,0.1165,0.0844,0.0348,-0.0267,-0.0922,-0.1520,-0.1965,-0.2167,-0.2058,-0.1601,-0.0797,0.0312,0.1649,0.3103,0.4546,0.5846,0.6877,0.7539,0.7767,0.7539,0.6877,0.5846,0.4546,0.3103,0.1649,0.0312,-0.0797,-0.1601,-0.2058,-0.2167,-0.1965,-0.1520,-0.0922,-0.0267,0.0348,0.0844,0.1165,0.1283,0.1202
-0.8,0.1222,0.1279,0.1132,0.0780,0.0257,-0.0377,-0.1036,-0.1622,-0.2031,-0.2172,-0.1976,-0.1409,-0.0474,0.0781,0.2270,0.3875,0.5458,0.6877,0.7999,0.8719,0.8967,0.8719,0.7999,0.6877,0.5458,0.3875,0.2270,0.0781,-0.0474,-0.1409,-0.1976,-0.2172,-0.2031,-0.1622,-0.1036,-0.0377,0.0257,0.0780,0.1132,0.1279,0.1222
-0.4,0.1233,0.1275,0.1110,0.0740,0.0201,-0.0443,-0.1105,-0.1680,-0.2065,-0.2166,-0.1915,-0.1276,-0.0258,0.1089,0.2674,0.4374,0.6045,0.7539,0.8719,0.9475,0.9735,0.9475,0.8719,0.7539,0.6045,0.4374,0.2674,0.1089,-0.0258,-0.1276,-0.1915,-0.2166,-0.2065,-0.1680,-0.1105,-0.0443,0.0201,0.0740,0.1110,0.1275,0.1233
0,0.1237,0.1274,0.1102,0.0727,0.0182,-0.0466,-0.1127,-0.1699,-0.2075,-0.2163,-0.1892,-0.1229,-0.0182,0.1196,0.2814,0.4546,0.6247,0.7767,0.8967,0.9735,1.0000,0.9735,0.8967,0.7767,0.6247,0.4546,0.2814,0.1196,-0.0182,-0.1229,-0.1892,-0.2163,-0.2075,-0.1699,-0.1127,-0.0466,0.0182,0.0727,0.1102,0.1274,0.1237
0.4,0.1233,0.1275,0.1110,0.0740,0.0201,-0.0443,-0.1105,-0.1680,-0.2065,-0.2166,-0.1915,-0.1276,-0.0258,0.1089,0.2674,0.4374,0.6045,0.7539,0.8719,0.9475,0.9735,0.9475,0.8719,0.7539,0.6045,0.4374,0.2674,0.1089,-0.0258,-0.1276,-0.1915,-0.2166,-0.2065,-0.1680,-0.1105,-0.0443,0.0201,0.0740,0.1110,0.1275,0.1233
0.8,0.1222,0.1279,0.1132,0.0780,0.0257,-0.0377,-0.1036,-0.1622,-0.2031,-0.2172,-0.1976,-0.1409,-0.0474,0.0781,0.2270,0.3875,0.5458,0.6877,0.7999,0.8719,0.8967,0.8719,0.7999,0.6877,0.5458,0.3875,0.2270,0.0781,-0.0474,-0.1409,-0.1976,-0.2172,-0.2031,-0.1622,-0.1036,-0.0377,0.0257,0.0780,0.1132,0.1279,0.1222
1.2,0.1202,0.1283,0.1165,0.0844,0.0348,-0.0267,-0.0922,-0.1520,-0.1965,-0.2167,-0.2058,-0.1601,-0.0797,0.0312,0.1649,0.3103,0.4546,0.5846,0.6877,0.7539,0.7767,0.7539,0.6877,0.5846,0.4546,0.3103,0.1649,0.0312,-0.0797,-0.1601,-0.2058,-0.2167,-0.1965,-0.1520,-0.0922,-0.0267,0.0348,0.0844,0.1165,0.1283,0.1202
1.6,0.1169,0.1283,0.1204,0.0925,0.0468,-0.0118,-0.0761,-0.1372,-0.1858,-0.2135,-0.2134,-0.1817,-0.1181,-0.0258,0.0882,0.2141,0.3403,0.4546,0.5458,0.6045,0.6247,0.6045,0.5458,0.4546,0.3403,0.2141,0.0882,-0.0258,-0.1181,-0.1817,-0.2134,-0.2135,-0.1858,-0.1372,-0.0761,-0.0118,0.0468,0.0925,0.1204,0.1283,0.1169
2,0.1121,0.1272,0.1242,0.1017,0.0611,0.0065,-0.0556,-0.1172,-0.1699,-0.2054,-0.2172,-0.2012,-0.1566,-0.0857,0.0056,0.1089,0.2141,0.3103,0.3875,0.4374,0.4546,0.4374,0.3875,0.3103,0.2141,0.1089,0.0056,-0.0857,-0.1566,-0.2012,-0.2172,-0.2054,-0.1699,-0.1172,-0.0556,0.0065,0.0611,0.1017,0.1242,0.1272,0.1121
2.4,0.1052,0.1246,0.1272,0.1110,0.0767,0.0276,-0.0311,-0.0922,-0.1479,-0.1906,-0.2141,-0.2141,-0.1892,-0.1409,-0.0736,0.0056,0.0882,0.1649,0.2270,0.2674,0.2814,0.2674,0.2270,0.1649,0.0882,0.0056,-0.0736,-0.1409,-0.1892,-0.2141,-0.2141,-0.1906,-0.1479,-0.0922,-0.0311,0.0276,0.0767,0.1110,0.1272,0.1246,0.1052
2.8,0.0959,0.1198,0.1284,0.1193,0.0925,0.0501,-0.0035,-0.0624,-0.1195,-0.1680,-0.2018,-0.2167,-0.2107,-0.1843,-0.1409,-0.0857,-0.0258,0.0312,0.0781,0.1089,0.1196,0.1089,0.0781,0.0312,-0.0258,-0.0857,-0.1409,-0.1843,-0.2107,-0.2167,-0.2018,-0.1680,-0.1195,-0.0624,-0.0035,0.0501,0.0925,0.1193,0.1284,0.1198,0.0959
3.2,0.0839,0.1121,0.1269,0.1255,0.1070,0.0727,0.0257,-0.0289,-0.0853,-0.1372,-0.1790,-0.2065,-0.2171,-0.2107,-0.1892,-0.1566,-0.1181,-0.0797,-0.0474,-0.0258,-0.0182,-0.0258,-0.0474,-0.0797,-0.1181,-0.1566,-0.1892,-0.2107,-0.2171,-0.2065,-0.1790,-0.1372,-0.0853,-0.0289,0.0257,0.0727,0.1070,0.1255,0.1269,0.1121,0.0839
3.6,0.0692,0.1010,0.1219,0.1283,0.1188,0.0936,0.0549,0.0065,-0.0466,-0.0990,-0.1458,-0.1825,-0.2065,-0.2167,-0.2141,-0.2012,-0.1817,-0.1601,-0.1409,-0.1276,-0.1229,-0.1276,-0.1409,-0.1601,-0.1817,-0.2012,-0.2141,-0.2167,-0.2065,-0.1825,-0.1458,-0.0990,-0.0466,0.0065,0.0549,0.0936,0.1188,0.1283,0.1219,0.1010,0.0692
4,0.0517,0.0864,0.1126,0.1267,0.1263,0.1110,0.0819,0.0417,-0.0056,-0.0556,-0.1036,-0.1458,-0.1790,-0.2018,-0.2141,-0.2172,-0.2134,-0.2058,-0.1976,-0.1915,-0.1892,-0.1915,-0.1976,-0.2058,-0.2134,-0.2172,-0.2141,-0.2018,-0.1790,-0.1458,-0.1036,-0.0556,-0.0056,0.0417,0.0819,0.1110,0.1263,0.1267,0.1126,0.0864,0.0517
4.4,0.0318,0.0683,0.0989,0.1198,0.1283,0.1231,0.1044,0.0740,0.0348,-0.0097,-0.0556,-0.0990,-0.1372,-0.1680,-0.1906,-0.2054,-0.2135,-0.2167,-0.2172,-0.2166,-0.2163,-0.2166,-0.2172,-0.2167,-0.2135,-0.2054,-0.1906,-0.1680,-0.1372,-0.0990,-0.0556,-0.0097,0.0348,0.0740,0.1044,0.1231,0.1283,0.1198,0.0989,0.0683,0.0318
4.8,0.0102,0.0470,0.0806,0.1071,0.1237,0.1283,0.1204,0.1007,0.0713,0.0348,-0.0056,-0.0466,-0.0853,-0.1195,-0.1479,-0.1699,-0.1858,-0.1965,-0.2031,-0.2065,-0.2075,-0.2065,-0.2031,-0.1965,-0.1858,-0.1699,-0.1479,-0.1195,-0.0853,-0.0466,-0.0056,0.0348,0.0713,0.1007,0.1204,0.1283,0.1237,0.1071,0.0806,0.0470,0.0102
5.2,-0.0122,0.0233,0.0582,0.0889,0.1121,0.1255,0.1279,0.1193,0.1007,0.0740,0.0417,0.0065,-0.0289,-0.0624,-0.0922,-0.1172,-0.1372,-0.1520,-0.1622,-0.1680,-0.1699,-0.1680,-0.1622,-0.1520,-0.1372,-0.1172,-0.0922,-0.0624,-0.0289,0.0065,0.0417,0.0740,0.1007,0.1193,0.1279,0.1255,0.1121,0.0889,0.0582,0.0233,-0.0122
5.6,-0.0342,-0.0016,0.0328,0.0656,0.0936,0.1143,0.1260,0.1279,0.1204,0.1044,0.0819,0.0549,0.0257,-0.0035,-0.0311,-0.0556,-0.0761,-0.0922,-0.1036,-0.1105,-0.1127,-0.1105,-0.1036,-0.0922,-0.0761,-0.0556,-0.0311,-0.0035,0.0257,0.0549,0.0819,0.1044,0.1204,0.1279,0.1260,0.1143,0.0936,0.0656,0.0328,-0.0016,-0.0342
6,-0.0544,-0.0264,0.0056,0.0384,0.0692,0.0951,0.1143,0.1255,0.1283,0.1231,0.1110,0.0936,0.0727,0.0501,0.0276,0.0065,-0.0118,-0.0267,-0.0377,-0.0443,-0.0466,-0.0443,-0.0377,-0.0267,-0.0118,0.0065,0.0276,0.0501,0.0727,0.0936,0.1110,0.1231,0.1283,0.1255,0.1143,0.0951,0.0692,0.0384,0.0056,-0.0264,-0.0544
6.4,-0.0714,-0.0492,-0.0215,0.0093,0.0403,0.0692,0.0936,0.1121,0.1237,0.1283,0.1263,0.1188,0.1070,0.0925,0.0767,0.0611,0.0468,0.0348,0.0257,0.0201,0.0182,0.0201,0.0257,0.0348,0.0468,0.0611,0.0767,0.0925,0.1070,0.1188,0.1263,0.1283,0.1237,0.1121,0.0936,0.0692,0.0403,0.0093,-0.0215,-0.0492,-0.0714
6.8,-0.0838,-0.0685,-0.0465,-0.0198,0.0093,0.0384,0.0656,0.0889,0.1071,0.1198,0.1267,0.1283,0.1255,0.1193,0.1110,0.1017,0.0925,0.0844,0.0780,0.0740,0.0727,0.0740,0.0780,0.0844,0.0925,0.1017,0.1110,0.1193,0.1255,0.1283,0.1267,0.1198,0.1071,0.0889,0.0656,0.0384,0.0093,-0.0198,-0.0465,-0.0685,-0.0838
7.2,-0.0904,-0.0826,-0.0675,-0.0465,-0.0215,0.0056,0.0328,0.0582,0.0806,0.0989,0.1126,0.1219,0.1269,0.1284,0.1272,0.1242,0.1204,0.1165,0.1132,0.1110,0.1102,0.1110,0.1132,0.1165,0.1204,0.1242,0.1272,0.1284,0.1269,0.1219,0.1126,0.0989,0.0806,0.0582,0.0328,0.0056,-0.0215,-0.0465,-0.0675,-0.0826,-0.0904
7.6,-0.0906,-0.0902,-0.0826,-0.0685,-0.0492,-0.0264,-0.0016,0.0233,0.0470,0.0683,0.0864,0.1010,0.1121,0.1198,0.1246,0.1272,0.1283,0.1283,0.1279,0.1275,0.1274,0.1275,0.1279,0.1283,0.1283,0.1272,0.1246,0.1198,0.1121,0.1010,0.0864,0.0683,0.0470,0.0233,-0.0016,-0.0264,-0.0492,-0.0685,-0.0826,-0.0902,-0.0906
8,-0.0840,-0.0906,-0.0904,-0.0838,-0.0714,-0.0544,-0.0342,-0.0122,0.0102,0.0318,0.0517,0.0692,0.0839,0.0959,0.1052,0.1121,0.1169,0.1202,0.1222,0.1233,0.1237,0.1233,0.1222,0.1202,0.1169,0.1121,0.1052,0.0959,0.0839,0.0692,0.0517,0.0318,0.0102,-0.0122,-0.0342,-0.0544,-0.0714,-0.0838,-0.0904,-0.0906,-0.0840
